part_number,product_type,description,quantity,Wrench Size,AMP,Approx. Spot Weld Size,Arbor,Arm,Ball Center To Base Of Hex,Ball Center To Housing End,Ball Center To Stud Thread End,Ball Center To Thread End,Ball Inside Diameter,Ball Outside Diameter,Ball Stud Neck Diameter,Ball Stud Thread Length,Ball Thickness,Barb Diameter,Barb Length,Barrel Diameter,Barrel Height,Barrel Height Post-Set,Barrel Height Pre-Set,Barrel Length,Base Diameter,Between Wing,Blade Type,Blade Width,Body Diameter,Bolt Size,Bottom Head Diameter,Bottom Head Size,Bundle Capacity,Bundle Diameter,Cable Diameter,Cable Size,Cap Finish,Cap Outside Diameter,Cavity,Center Of Hole To Bottom Of Hex,Center Of Hole To Edge,Center To Center,Circuit,Clamping Diameter,Clamping Range,Class,Closed Length,Closed Radius,Code,Coil Length,Cold Resistance (mO),Color,Connection,Contacts,Contains,Cover Or Base,Cowl Nut Height,Cowl Nut Width,Decibel,Degree,Diameter,Dielectric Strength,DIN,Drill Size,Drive Size,Drive Type,End Type,Eye I.D.,Finish,Fits,Fits Hole Size,Fits Hose I.D.,Fits Hose O.D.,Fits In,Fits Screw Size,Fits Stud Size,Fits Tubing O.D.,Flame Retardant Rating,Flange Diameter,Flange OD,Flange Thickness,Flat Length,Flute Length,For Moulding,Free Inside Diameter,Frequency,Furnished,Gap,Grade,Grade/Class,Grain,Grip Range,Grit,Groove &/or Code,Groove Diameter,Groove Width,Hardness,Head Diameter,Head Height,Head Size,Head Style,Head Thickness,Head Width,Height,Hex Height,Hex Size,Holding Strength,Holds O.D.,Hole Diameter,Hole Size,Hole Size/Grommet No,Hole Sizes,Hose Size,Housing Diameter,I2t (A2s),Illuminated,Includes,Indexing,Industry Standard No,Inner Diameter,Inner Diameter-Closed,Inner Diameter-Open,Inner Thread,Insert Type,Inside Length,Inside Width,Insulation,Internal Thread,Internal Thread Length,JIS,Jaw Depth,Jaw Inside Width,Jaw Outside Width,Kit Contents,Knurl Diameter,Lbs. Load,Lbs./Inch,Leg Length,Leg Width,Length,Length Head To Hole,Length Under Head,Location,Lock Ring Outer Diameter,Locking Style,Logo,Mandrel Material,Mandrel Push-out,Material,Material Thickness,Maximum Air Pressure,Maximum Auxiliary Current,Maximum Combined Current,Maximum Hole Diameter,Maximum Primary Current,Maximum Voltage Drop (mV),Maximum Wall Thickness,Metal Clip Length,Middle Head Diameter,Middle Head Size,Mounting,Mounting Screw Size,Size Range,Nominal Size,Open Length,Outer Diameter,Open Width,Outer Thread,Overall Height,Overall Length,Overall Width,P.S.I.,Packing,Panel Range,Panel Thickness,Pin Diameter,Pin End O.D.,Pin Head Diameter,Pin Hole,Pin Overall Length,Plate Length,Plate Width,Point,Point Type,Post-Shrunk Inner Diameter,Powerstroke,Pre-Shrunk Inner Diameter,Prong,Prong Length,Proof Load,Push On Force,Rating,Repairs,Replaces,Retainer Outer Diameter,Ring I.D.,Ring O.D.,Rivet Diameter,Rivet Length,Rockwell Hardness,Rod Diameter,Rod Size,Roller Groove,Roller O.D.,Rows,RPM,S.A.E. Standard,Screw Size,Screw Type,Shaft Diameter,Shaft Length,Shank,Shank Diameter,Shank Length,Shank Size,Shape,Shear,Shoulder Diameter,Shoulder Length,Shrink Ratio,Size,Sizes Covered,Slot,Slot Size,Solid Height,Span Range,Spline Diameter,Spool Size,Spread,Stem Diameter,Stem Length,Stem Size,Step Increments,Step Thickness,Stranding,Stud Hex Width,Stud Length,Stud Size,Style,Swing,Tab Size,Tap Size,Temperature Maximum,Temperature Range,Tensile Strength,Thickness,Thread 1,Thread 1 Length,Thread 2,Thread 2 Length,Thread Diameter,Thread Length,Thread Length-External,Thread Length-Internal,Thread Pitch,Thread Size-External,Thread Size-Internal,Thread Type,Top Head Diameter,Top Head Size,Top Of Radius To Base,Trim,Type,U Width,Used For,Used With,Volt,Voltage,Washer,Washer Diameter,Washer Head Diameter,Washer Type,Wattage,Weight,Width,Width Across Bottom Legs,Width From Ear To Ear,Wing Spread,Wire Diameter,Wire Gauge,Wire Material,Wire Strands & Strand Size,Wire Width,Wires,Wrench Width,Made In
5256,Lock Washer,"3/8"" Shakeproof External Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5257,Lock Washer,"7/16"" Shakeproof External Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5258,Lock Washer,"1/2"" Shakeproof External Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5259,Lock Washer,"Number 4 (3/32"") Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 (7/64 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5260,Lock Washer,"#6 (1/8"" ) Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#6 (9/64 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5261,Lock Washer,"#8 (5/32"") Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#8 (5/32 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5262,Lock Washer,"#10 (3/16"") Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#10 (3/16 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5263,Lock Washer,"#12 (7/32"") Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#12 (7/32 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5264,Lock Washer,"#14 (1/4"")Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#14 (1/4 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5265,Lock Washer,"5/16"" Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5266,Lock Washer,"3/8"" Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5267,Lock Washer,"7/16"" Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5268,Lock Washer,"1/2"" Shakeproof Internal Lock Washers",100,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5270,Lock Washer,"#6 (1/8"") Countersunk Shakeproof External Lock Washer Zinc",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#6 (9/64 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5271,Lock Washer,"#8 (5/32"") Countersunk Shakeproof External Lock Washer Zinc",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#8 (5/32 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5272,Lock Washer,"#10 (3/16"") Countersunk Shakeproof External Lock Washer Zinc",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#10 (3/16 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5274,Lock Washer,"#14 (1/4"") Countersunk Shakeproof External Lock Washer Zinc",100,,,,,,,,,,,,,,,,,,,,,,,,,,,#14 (1/4 in.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5278,License Plate Screw,"10 x 5/8"" Slotted Truss Washer Head License Plate Screw, Zinc",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Truss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A/AB,,,,,,,,,,,,,,,,,,,,,,,,#10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auveco 5228,,,,,1/2 in.,,,,,,,,,,,,,,,Taiwan
5290,Thread Cutting Screw,"8-32 x 1/4"" Slotted Pan Head Type F Zinc Thread Cutting Screw",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 'F' Thread Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
5291,Thread Cutting Screw,"8-32 x 3/8"" Slotted Pan Head Type F Zinc Thread Cutting Screw",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 'F' Thread Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5292,Thread Cutting Screw,"8-32 x 1/2"" Slotted Pan Head Type F Zinc Thread Cutting Screw",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 'F' Thread Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5301,Thread Cutting Screw,"10-24 x 3/4"" Slotted Pan Head Type F Zinc Thread Cutting Screw",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 'F' Thread Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5307,Thread Cutting Screw,"1/4""-20 x 5/8"" Slotted Pan Head Type F Zinc Thread Cutting Screw",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slotted Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 'F' Thread Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5329,Tapping Screw,"3/8"" x 3/4"" Indented Hex Head 9/16"" Af Tapping Screw Zinc Ab",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indented Hex,,,,,9/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A/AB,,,,,,,,,,,,,,,,,,,,,,,,,Tapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5330,Tapping Screw,"3/8"" x 1"" Indented Hex Head 9/16"" Af Tapping Screw Zinc Ab",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indented Hex,,,,,9/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A/AB,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,Tapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5331,Tapping Screw,"3/8"" x 1-1/4"" Indented Hex Head 9/16"" Af Tapping Screw Zinc",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indented Hex,,,,,9/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A/AB,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,Tapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5332,Tapping Screw,"3/8"" x 1-1/2"" Indented Hex Head 9/16"" Af Tapping Screw Zinc",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Chromate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indented Hex,,,,,9/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A/AB,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,Tapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
5347,Hose Clamp,"Hex Worm Gear Type Hose Clamp Size 10 - 1/2"" - 1-1/8""",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in. - 1-1/8 in.,,,,,,,,,,,,,,,,,,,,,Slotted & Hex,,,Plated Screw & Housing,,,3/8 in. - 5/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in. - 3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Stainless Steel Band & Saddle, Steel Screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in. Wall Thickness,,,,,,,,,9/16 in.,,,,,,,,,,,USA
5348,Hose Clamp,"Hex Worm Gear Type Hose Clamp Size 12 - 1/2"" - 1-1/4""",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in. - 1-1/4 in.,,,,,,,,,,,,,,,,,,,,,Slotted & Hex,,,Plated Screw & Housing,,,5/8 in. - 3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in. - 3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Stainless Steel Band & Saddle, Steel Screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in. Wall Thickness,,,,,,,,,9/16 in.,,,,,,,,,,,USA
5349,Hose Clamp,"Hex Worm Gear Type Hose Clamp Size 20 - 3/4"" - 1-3/4""",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in. - 1-3/4 in.,,,,,,,,,,,,,,,,,,,,,Slotted & Hex,,,Plated Screw & Housing,,,1 in. to 1-1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in. - 1-1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Stainless Steel Band & Saddle, Steel Screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in. Wall Thickness,,,,,,,,,9/16 in.,,,,,,,,,,,USA
5350,Hose Clamp,"Hex Worm Gear Type Hose Clamp Size 28 - 1-5/16"" - 2-1/4""",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-5/16 in. - 2-1/4 in.,,,,,,,,,,,,,,,,,,,,,Slotted & Hex,,,Plated Screw & Housing,,,1-1/4 in. - 1-3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/4 in. - 1-1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Stainless Steel Band & Saddle, Steel Screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in. Wall Thickness,,,,,,,,,9/16 in.,,,,,,,,,,,USA
5351,Hose Clamp,"Hex Worm Gear Type Hose Clamp Size 32 - 1-9/16"" - 2-1/2""",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-9/16 in. - 2-1/2 in.,,,,,,,,,,,,,,,,,,,,,Slotted & Hex,,,Plated Screw & Housing,,,1-1/2 in. - 2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/2 in. - 2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Stainless Steel Band & Saddle, Steel Screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in. Wall Thickness,,,,,,,,,9/16 in.,,,,,,,,,,,USA
